Table V9.0,keyName,OriginalKey,ExpandedKey,Duplicate,Activity code
GACM,GCM0,GCM,GCM(Account core model) +   ,No,
GAJOUSTA,JST0,CPY+JOU,CPY(Company) +   JOU(Journal) +   ,No,
GAPARBSE,PBS0,COA+NUMCOD+ACCSTR,COA(Chart of accounts) +   NUMCOD(Code number) +   ACCSTR(Account root) +   ,No,
GAPARDUM,PDM0,COA+COD+NUMLIN,COA(Chart code) +   COD(Code) +   NUMLIN(Line number) +   ,No,
GAPARDUM,PDM1,COA+COD,COA(Chart code) +   COD(Code) +   ,Yes,
GAUTACE,GAU0,COD,COD(Entry code) +   ,No,
GAUTACED,GAD0,COD+LINNUM,COD(Code) +   LINNUM(Line number) +   ,No,
GAUTACEF,GAG0,COD+LINNUM+FLD,COD(Code) +   LINNUM(Line number) +   FLD(Field) +   ,No,
GAUTRCTMP,GTT0,VCRNUM+LIN+LINCODACE+NUMORD,VCRNUM(Document no.) +   LIN(Line number) +   LINCODACE(Line number) +   NUMORD(Order no.) +   ,No,
GAUTRCTMP,GTT1,CODACE+VCRNUM+UIDUSR+LIN+SUMKEY+NUMORD,CODACE(Entry code) +   VCRNUM(Document no.) +   UIDUSR(Processes) +   LIN(Line number) +   SUMKEY(Sum) +   NUMORD(Order no.) +   ,No,
GAUTRCTMP,GTT2,UIDUSR,UIDUSR(Processes) +   ,Yes,
GAUTRCVCR,GAT0,ACCNUM+NUMORD,ACCNUM(Unique number) +   NUMORD(Order no.) +   ,No,
GAUTRCVCR,GAT1,VCRTYP+VCRNUM,VCRTYP(Entry type) +   VCRNUM(Entry) +   ,Yes,
GAUTRCVCR,GAT2,ACCNUM,ACCNUM(Unique number) +   ,Yes,
GBAGSCR,GBS0,FLGHIS+COD,FLGHIS(History) +   COD(Code) +   ,No,
GCACCOA,GCO0,COD,COD(Transaction code) +   ,No,
GCCEGRUPYM,CRY0,PYM+GRU+LIN,PYM(Pyramid) +   GRU(Group) +   LIN(Line number) +   ,No,
GCCEGRUPYM,CRY1,PYM+LEV+GRU+LIN,PYM(Pyramid) +   LEV(Definition level) +   GRU(Group) +   LIN(Line number) +   ,No,
GCCEGRUPYM,CRY2,PYM+SBBGRU,PYM(Pyramid) +   SBBGRU(Subgroups) +   ,Yes,
GCCEGRUPYM,CRY4,PYM+GRU,PYM(Pyramid) +   GRU(Group) +   ,Yes,
GCCEGRUPYM,CRY5,PYM+CCE,PYM(Pyramid) +   CCE(Dimension) +   ,Yes,
GCCEPYM,CYM0,PYM,PYM(Pyramid) +   ,No,
GCCEPYM,CYM1,DIE+PYM,DIE(Dimension type code) +   PYM(Pyramid) +   ,No,
GCCEPYMLIK,CYK0,PYM+LEV+CCE,PYM(Pyramid code) +   LEV(Level) +   CCE(Dimension) +   ,No,
GCCEPYMPRT,CYP0,DIE+PYM+CCE,DIE(Dimension type) +   PYM(Pyramid code) +   CCE(Dimension) +   ,No,
GCLCACEPAR,CLC0,COD,COD(Entry code) +   ,No,
GCOA,COA0,COA,COA(Chart code) +   ,No,
GCOMMIT,CMM0,NUM,NUM(Commitment) +   ,No,
GCOMMIT,CMM1,NUMREF+TYPREF,NUMREF(Entry number) +   TYPREF(Item type) +   ,Yes,
GCOMMITD,CMD0,NUM+LIN,NUM(Document no.) +   LIN(Line number) +   ,No,
GCOMMITX,CMX0,NUM+LIN+LEDTYP,NUM(Document no.) +   LIN(Line number) +   LEDTYP(Ledger type) +   ,No,
GDIAACC,GDA0,DIA,DIA(Structure) +   ,No,
GDIAACCD,GDC0,DIA+LINNUM,DIA(Structure) +   LINNUM(Line number) +   ,No,
GDIAENTRY,DIA,DIA,DIA(Transaction) +   ,No,
GDIAENTRYD,GDD0,DIA+FLD,DIA(Transaction) +   FLD(Field) +   ,No,
GDIE,DIE0,DIE,DIE(Dimension type) +   ,No,
GDPDUDUD,GDPDUD0,USERID+TYP+NUM+LIG+DUDLIG,USERID(User identity+ adxuid) +   TYP(Entry type) +   NUM(Document no.) +   LIG(Line number) +   DUDLIG(Due date number) +   ,No,
GDUDSCR,GDS0,COD,COD(Screen code) +   ,No,
GENTLOT,LOT0,LOT,LOT(Batch code) +   ,No,
GENTLOTA,LOA0,LOT+ORNVCR+LIN+ANALIN,LOT(Lot) +   ORNVCR(Journal number) +   LIN(Line number) +   ANALIN(Order information) +   ,No,
GENTLOTD,LOD0,LOT+ORNVCR+LIN,LOT(Lot) +   ORNVCR(Journal number) +   LIN(Line number) +   ,No,
GENTLOTH,LOH0,LOT+ORNVCR,LOT(Lot) +   ORNVCR(Journal number) +   ,No,
GFUPSCR,GFP0,COD,COD(Screen code) +   ,No,
GJOUCOA,JCO0,COA+JOU+LEG,COA(Chart of accounts) +   JOU(Journal) +   LEG(Legislation) +   ,No,
GJOUCOA,JCO1,JOU+COA+LEG,JOU(Journal) +   COA(Chart of accounts) +   LEG(Legislation) +   ,No,
GJOUCOA,JCO2,JOU+LEG+COA,JOU(Journal) +   LEG(Legislation) +   COA(Chart of accounts) +   ,No,
GJOURNAL,JOU0,JOU+LEG,JOU(Journal) +   LEG(Legislation) +   ,No,
GJOURNAL,JOU1,DES,DES(Description) +   ,Yes,
GLCONSO,GLCO,LEDTYP+GRUGPY+CPYGRU+BPRGRU+ACCGRU+ACCNUM+ANALIN,LEDTYP +   GRUGPY +   CPYGRU +   BPRGRU +   ACCGRU +   ACCNUM +   ANALIN +   ,No,
GLED,LED0,LED,LED(Ledger) +   ,No,
GRANTS,GRT0,GRAREF,GRAREF +   ,No,
GRANTS,GRT1,CPY+GRAREF,CPY +   GRAREF +   ,No,
GRANTS,GRT2,CPY+FCY+GRAREF,CPY +   FCY +   GRAREF +   ,No,
GRANTS,GRT3,CPY+FCY+INVPLN,CPY +   FCY +   INVPLN +   ,Yes,
GRPACEMTC,GRM0,COD+NUMORD+CODACE1+LIG1,COD(Group entry) +   NUMORD(Order no.) +   CODACE1(Entry code) +   LIG1(Line number) +   ,No,
GRPAUTACE,GRA0,COD,COD(Group entry) +   ,No,
GRPCUR,GCU0,GRP,GRP(Code) +   ,No,
GRPDSP,GSP0,DIE+COD+CCE,DIE(Dimension type) +   COD(Code) +   CCE(Dimension) +   ,No,
GRPDSP,GSP1,DIE,DIE(Dimension type) +   ,Yes,
GRPSAC,GSC0,COA+GRU+NUMLIN,COA(Chart of accounts) +   GRU(Group) +   NUMLIN(Line number) +   ,No,
GRPSAC,GSC1,COA+GRU+SAC,COA(Chart of accounts) +   GRU(Group) +   SAC(Control) +   ,No,
GTABACC,GTC0,CNSCOD+COD,CNSCOD(Inquiry type) +   COD(Code) +   ,No,
GTABACC2,GT20,COA+ACCROO,COA(Chart code) +   ACCROO(Account root) +   ,No,
GTABACC3,GTC3,CNSCOD+COD,CNSCOD(Inquiry type) +   COD(Code) +   ,No,
GTMPMTC,GMT0,ID+ACC+BPR+FCY+MTC+ACCNUM+DUDLIG,ID(Identifier) +   ACC(Account) +   BPR(BP) +   FCY(Site) +   MTC(Match letter) +   ACCNUM(Internal number) +   DUDLIG(Due date number) +   ,No,
GTYPACCENT,GTE0,TYP+LEG,TYP(Entry type) +   LEG(Legislation) +   ,No,
GVARCODPAR,GVA0,CODPAR,CODPAR(Parameter code) +   ,No,
GVARGAU,GVG0,CODVAR,CODVAR(Variable code) +   ,No,
GVARPARGAU,GVP0,CODVAR+NOPAR,CODVAR(Variable code) +   NOPAR(Parameter no.) +   ,No,
GVARPARVAL,GVV0,COD+LINNUM+FLD+CODVAR+CODPAR,COD(Code) +   LINNUM(Line number) +   FLD(Field) +   CODVAR(Variable code) +   CODPAR(Parameter code) +   ,No,
HANDLING,HSH0,HSH,HSH(SHI record) +   ,No,
HANDLINGR,HSR0,HSH+WEU+WEIMAW+CTN,HSH(SHI record) +   WEU(Weight unit) +   WEIMAW(Max authorized weight) +   CTN(Containers) +   ,No,
HD1CLOB,HD10,NUM+TYP,NUM(Sequence no.) +   TYP(Type) +   ,No,
HD2CLOB,HD20,NUM+TYP,NUM(Sequence no.) +   TYP(Type) +   ,No,
HD3CLOB,HD30,NUM+TYP,NUM(Sequence no.) +   TYP(Type) +   ,No,
HD4CLOB,HD40,NUM+TYP,NUM(Sequence no.) +   TYP(Type) +   ,No,
HD5CLOB,HD50,NUM+TYP,NUM(Sequence no.) +   TYP(Type) +   ,No,
HD6CLOB,HD60,NUM+TYP,NUM(Sequence no.) +   TYP(Type) +   ,No,
HD7CLOB,HD70,NUM+TYP+PRONUM,NUM(Sequence no.) +   TYP(Type) +   PRONUM(Process number) +   ,No,
HD7CLOB,HD71,PRONUM,PRONUM(Process number) +   ,Yes,
HD8CLOB,HD80,NUM+TYP,NUM +   TYP +   ,No,
HDKTASK,HDT0,HDTNUM,HDTNUM +   ,No,
HDKTASK,HDT1,SRENUM+TPL,SRENUM +   TPL +   ,Yes,
HDKTASK,HDT2,ITNNUM+TPL,ITNNUM +   TPL +   ,Yes,
HDKTASKINV,HDI0,SRENUM+HDTORD,SRENUM +   HDTORD +   ,Yes,
HDKTRS,HTR0,HTRTYP+HTRNUM,HTRTYP +   HTRNUM +   ,No,
HDKTRS,HTR1,HTRNUM+HTRTYP,HTRNUM +   HTRTYP +   ,No,
HDKTRSVAL,HTV0,HTRTYP+HTRNUM,HTRTYP +   HTRNUM +   ,No,
HDKTRSVAL,HTV1,HTRNUM+HTRTYP,HTRNUM +   HTRTYP +   ,No,
HISTAXSPA,HTS0,YEA+CPY+FCY,YEA(Year) +   CPY(Company) +   FCY(Site) +   ,No,
HISTOAMD,HAM0,CPY+UMRNUM+FLDCOD+PAYNUM,CPY(Company) +   UMRNUM(Mandate reference) +   FLDCOD(Field code) +   PAYNUM(Payment number) +   ,No,
HISTOCRM,HST0,RECNUM+RECTYP,RECNUM(Code) +   RECTYP(Record type) +   ,Yes,
HISTOCRM,HST1,CLSNUM,CLSNUM(Order no.) +   ,Yes,
HISTOCRM,HST2,SSS+CLSNUM,SSS(Session) +   CLSNUM(Order no.) +   ,Yes,
HISTODUD,HDU0,NUMHDU,NUMHDU(Identifier) +   ,No,
HISTODUD,HDU1,ACCNUM+DUDLIG,ACCNUM(Internal number) +   DUDLIG(Due date number) +   ,Yes,
HISTODUD,HDU2,CREDAT+NUMHDU,CREDAT(Date created) +   NUMHDU(Identifier) +   ,No,
HISTODUD,HDU3,ACCNUM+DUDLIG+NUMHDU,ACCNUM(Internal number) +   DUDLIG(Due date number) +   NUMHDU(Identifier) +   ,No,
HISTOMDT,HMDT0,CPY+UMRNUM+PAYDAT+PAYNUM,CPY(Company) +   UMRNUM(Mandate reference) +   PAYDAT(Direct debit date) +   PAYNUM(Payment number) +   ,No,
HISTOMDT,HMDT1,PAYNUM,PAYNUM(Payment number) +   ,No,
HISTOOMM,HIM0,HIMNUM,HIMNUM(History code) +   ,No,
HISTOOMM,HIM1,OMMNUM+CCNNUM,OMMNUM(Mail code) +   CCNNUM(Contact (rel.) code) +   ,Yes,
HISTOOMM,HIM2,OMMNUM+BPRNUM+CCNNUM,OMMNUM(Mail code) +   BPRNUM(BP code) +   CCNNUM(Contact (rel.) code) +   ,Yes,
HISTOOMM,HIM3,OMMNUM+BPRNUM,OMMNUM(Mail code) +   BPRNUM(BP code) +   ,Yes,
HISTOOMM,HIM4,BPRNUM,BPRNUM(BP code) +   ,Yes,
HISTOOMM,HIM5,CCNNUM,CCNNUM(Contact (rel.) code) +   ,Yes,
HON281,HHO0,CPY+YEA+PRVNUM,CPY(Company) +   YEA(Year) +   PRVNUM(Service supplier code) +   ,No,
HON281D,DHO0,CPY+YEA+PRVNUM+TYPLIN+NUM+LIN,CPY(Company) +   YEA(Year) +   PRVNUM(Service supplier code) +   TYPLIN(Collection type) +   NUM(Document no.) +   LIN(Line number) +   ,No,
HON281D,DHO1,CPY+YEA+PRVNUM+NUM+TYP281+TYPLIN+LIN,CPY(Company) +   YEA(Year) +   PRVNUM(Service supplier code) +   NUM(Document no.) +   TYP281(281.5 category) +   TYPLIN(Collection type) +   LIN(Line number) +   ,No,
HONLIN,HLN0,FCY+PRVNUM+DAT+HON+LINNUM,FCY(Site) +   PRVNUM(Service supplier code) +   DAT(Date) +   HON(Fee) +   LINNUM(Line number) +   ,No,
HONLIN,HLN1,DADFCY+PRVNUM,DADFCY(DAS2 site) +   PRVNUM(Service supplier code) +   ,Yes,
HONPRV,PRV0,PRVNUM,PRVNUM(Service supplier code) +   ,No,
HOROITM,HOI0,MACNUM+PBLNUM+AUSNUM,MACNUM(Product base) +   PBLNUM(Skill group) +   AUSNUM(User) +   ,No,
HOROITM,HOI1,PBLNUM+MACNUM+AUSNUM,PBLNUM(Skill group) +   MACNUM(Product base) +   AUSNUM(User) +   ,Yes,
HOROITM,HOI2,AUSNUM+PBLNUM+MACNUM,AUSNUM(User) +   PBLNUM(Skill group) +   MACNUM(Product base) +   ,Yes,
HTMMAITXT,HTMMAI0,FNC+LAN+AUS,FNC(Function) +   LAN(Language) +   AUS(User) +   ,No,
HTMMAITXT,HTMMAI1,FNC+AUS+LAN,FNC(Function) +   AUS(User) +   LAN(Language) +   ,No,
ILOGIMG,ILO0,NOMFIC,NOMFIC(File name) +   ,No,
IMCDETPRT,IMP0,PRONUM+ITMREF+TYPCST+BRDCOD,PRONUM(Process number) +   ITMREF(Product) +   TYPCST(Cost type) +   BRDCOD(Cost group) +   ,No,
IMCDETPRT,IMP1,CURUID,CURUID(Process) +   ,Yes,
INCOTERM,ICT0,ICTCOD,ICTCOD(Incoterm) +   ,No,
INCOTERMD,ICTD0,ICTCOD+CSTNAT,ICTCOD(Incoterm) +   CSTNAT(Cost nature) +   ,No,
INTCOFLO,ICF0,ABRFIC+NUM+CPYSRC+CPYTGR+FCYTGR,ABRFIC(Table abbreviation) +   NUM(Document no.) +   CPYSRC(Source company) +   CPYTGR(Target company) +   FCYTGR(Target site) +   ,No,
INTCOFLO,ICF1,TYPVCR+NUMVCR+CPYTGR+FCYTGR+CPYSRC+ABRFIC+NUM,TYPVCR(Entry type) +   NUMVCR(Accounting document) +   CPYTGR(Target company) +   FCYTGR(Target site) +   CPYSRC(Source company) +   ABRFIC(Table abbreviation) +   NUM(Document no.) +   ,No,
INTERVEN,ITN0,NUM,NUM(Sequence no.) +   ,No,
INTERVEN,ITN1,DATX,DATX(Week conversion) +   ,Yes,
INTERVEN,ITN2,BPC,BPC(Customer) +   ,Yes,
INTERVEN,ITN3,CCN,CCN(Contact (relationship)) +   ,Yes,
INTERVEN,ITN4,REP+DATX,REP(Provider) +   DATX(Week conversion) +   ,Yes,
INTERVEN,ITN5,REP+DAT,REP(Provider) +   DAT(Start) +   ,Yes,
INTERVEN,ITN6,DAT,DAT(Start) +   ,Yes,
INTERVEN,ITN7,ITNORI+ITNORIVCR+ITNORIVCRL,ITNORI(Source) +   ITNORIVCR(Original document no.) +   ITNORIVCRL(Original line no.) +   ,Yes,
INVDACPAR,IDP0,CPY+TYP,CPY(Company) +   TYP(Document type) +   ,No,
INVENTD,INVD0,CPY+REFDAT+NUMLIN,CPY(Company) +   REFDAT(Reference date) +   NUMLIN(Line) +   ,No,
INVENTD,INVD1,CPY+REFDAT+ITMREF,CPY(Company) +   REFDAT(Reference date) +   ITMREF(Product) +   ,Yes,
INVENTD,INVD2,CPY+CUNSSSNUM+CUNLISNUM,CPY(Company) +   CUNSSSNUM(Stock count session) +   CUNLISNUM(Count in progress) +   ,Yes,
INVENTD,INVD3,CPY+REFDAT+CUNSSSNUM,CPY(Company) +   REFDAT(Reference date) +   CUNSSSNUM(Stock count session) +   ,Yes,
INVENTH,INV0,CPY+REFDAT,CPY(Company) +   REFDAT(Reference date) +   ,No,
INVNUMSPA,ISP0,NUM,NUM(Document no.) +   ,No,
INVOPE,,, +   ,,
INVPAR,,, +   ,,
INVPCR,,, +   ,,
INVPRB,,, +   ,,
INVPRI,,, +   ,,
INVSTA,,, +   ,,
ITCDET,ICD1,UID+CODFIC+CLE+BRDCOD,UID(Process) +   CODFIC(Table code) +   CLE(Key) +   BRDCOD(Cost group) +   ,No,
ITCDET,ICD2,ITMREF+STOFCY,ITMREF(Product) +   STOFCY(Storage site) +   ,Yes,
ITCDETPRT,ICP0,STOFCY+ITMREF+CSTTYP-ITCSEQ+MATREF+CPNTYP+UID+BRDCOD,STOFCY(Storage site) +   ITMREF(Product) +   CSTTYP-ITCSEQ +   MATREF(Component) +   CPNTYP(Component type) +   UID(Process) +   BRDCOD(Cost group) +   ,No,
ITCDETPRT,ICP1,CURUID,CURUID(Process) +   ,Yes,
ITCMAT,ICC0,STOFCY+ITMREF+CSTTYP-ITCSEQ+MATREF+ECCVALMAJ+ECCVALMIN+CPNTYP+UID,STOFCY(Storage site) +   ITMREF(Product) +   CSTTYP-ITCSEQ +   MATREF(Component) +   ECCVALMAJ(Major version) +   ECCVALMIN(Minor version) +   CPNTYP(Component type) +   UID(Process) +   ,No,
ITCMAT,ICC1,UID+STOFCY+ITMREF+CSTTYP,UID(Process) +   STOFCY(Storage site) +   ITMREF(Product) +   CSTTYP(Cost type) +   ,Yes,
ITCMATCH,ITC0,PRONUM+ITMREF,PRONUM(Process number) +   ITMREF(Product) +   ,No,
ITCNAT,ICN0,STOFCY+ITMREF+CSTTYP-ITCSEQ+OVENAT+UID,STOFCY(Storage site) +   ITMREF(Product) +   CSTTYP-ITCSEQ +   OVENAT(Overhead cat.) +   UID(Process) +   ,No,
ITCWST,IWC0,STOFCY+ITMREF+CSTTYP-ITCSEQ+WST+SCOITMREF+UID,STOFCY(Storage site) +   ITMREF(Product) +   CSTTYP-ITCSEQ +   WST(Work center) +   SCOITMREF(Subcontracted prod.) +   UID(Process) +   ,No,
ITCWSTW,IWW0,UID+STOFCY+ITMREF+CSTTYP+YEA+WST,UID(Process) +   STOFCY(Storage site) +   ITMREF(Product) +   CSTTYP(Cost type) +   YEA(Year) +   WST(Work center) +   ,No,
ITMABCWRK,ITK0,STOFCY+ITMREF,STOFCY(Storage site) +   ITMREF(Product) +   ,No,
ITMABCWRK,ITK1,STOFCY-ABCBAS+ITMREF,STOFCY-ABCBAS +   ITMREF(Product) +   ,No,
ITMACGGRP,ITA0,ITMREF+LEG,ITMREF +   LEG +   ,No,
ITMBOM,ITB0,ITMREF+BOMALT+LLCTYP,ITMREF(Product) +   BOMALT(BOM code) +   LLCTYP(Code type) +   ,No,
ITMBOM,ITB1,BOMALT+LLCTYP+LLC+ITMREF,BOMALT(BOM code) +   LLCTYP(Code type) +   LLC(Lowest level code) +   ITMREF(Product) +   ,No,
ITMBOMCFG,ITB0,ITMREF+BOMALT+LLCTYP,ITMREF(Product) +   BOMALT(BOM code) +   LLCTYP(Code type) +   ,No,
ITMBOMCFG,ITB1,BOMALT+LLCTYP+LLC+ITMREF,BOMALT(BOM code) +   LLCTYP(Code type) +   LLC(Lowest level code) +   ITMREF(Product) +   ,No,
ITMBPC,ITU0,ITMREF+BPCNUM,ITMREF(Product) +   BPCNUM(Customer) +   ,No,
ITMBPC,ITU1,BPCNUM+ITMREFBPC,BPCNUM(Customer) +   ITMREFBPC(Customer product) +   ,No,
ITMBPC,ITU2,BPCNUM+ITMDESBPC,BPCNUM(Customer) +   ITMDESBPC(Customer description) +   ,Yes,
ITMBPS,ITP0,ITMREF+BPSNUM,ITMREF(Product) +   BPSNUM(Supplier) +   ,No,
ITMBPS,ITP1,ITMREF+PIO+BPSNUM,ITMREF(Product) +   PIO(Priority) +   BPSNUM(Supplier) +   ,No,
ITMBPS,ITP2,BPSNUM+ITMREFBPS,BPSNUM(Supplier) +   ITMREFBPS(Supplier product) +   ,No,
ITMBPS,ITP3,BPSNUM+ITMDESBPS,BPSNUM(Supplier) +   ITMDESBPS(Supplier description) +   ,Yes,
ITMBPS,ITP4,ITMREF+BOMALT,ITMREF(Product) +   BOMALT(Subcontract BOM) +   ,Yes,
ITMCATEG,ITG0,STOFCY+TCLCOD,STOFCY(Stock site) +   TCLCOD(Category) +   ,No,
ITMCATEG,ITG1,TCLCOD+STOFCY,TCLCOD(Category) +   STOFCY(Stock site) +   ,No,
ITMCOMP,ICM0,NUM,NUM(Code) +   ,No,
ITMCOST,ITC0,STOFCY+ITMREF+CSTTYP-ITCSEQ+UID,STOFCY(Storage site) +   ITMREF(Product) +   CSTTYP-ITCSEQ +   UID(Process) +   ,No,
ITMCOST,ITC1,STOFCY+ITMREF+CSTTYP+ITCSTRDAT+ITCSEQ,STOFCY(Storage site) +   ITMREF(Product) +   CSTTYP(Cost type) +   ITCSTRDAT(Validity) +   ITCSEQ(Sequence no.) +   ,Yes,
ITMCOST,ITC2,STOFCY+ITMREF+CSTTYP+ITCENDDAT+ITCSEQ,STOFCY(Storage site) +   ITMREF(Product) +   CSTTYP(Cost type) +   ITCENDDAT(Validity) +   ITCSEQ(Sequence no.) +   ,Yes,
ITMCOST,ITC3,UID+STOFCY+ITMREF+CSTTYP+ITCSTRDAT+ITCENDDAT,UID(Process) +   STOFCY(Storage site) +   ITMREF(Product) +   CSTTYP(Cost type) +   ITCSTRDAT(Validity) +   ITCENDDAT(Validity) +   ,Yes,
ITMCPPLNK,ILK0,ITMNUM,ITMNUM(Product code) +   ,Yes,
ITMCPPLNK,ILK1,ITMCPPNUM,ITMCPPNUM(Competitor product) +   ,Yes,
ITMCPPLNK,ILK2,ITMNUM+ITMCPPNUM,ITMNUM(Product code) +   ITMCPPNUM(Competitor product) +   ,No,
ITMCPTVER,ICV0,ICVCOD,ICVCOD(Sequence number) +   ,No,
ITMCUSNOM,INO0,ITMNOM,ITMNOM(Code) +   ,No,
ITMCUSNOM,INO1,ITMCUSSHO,ITMCUSSHO(Alpha sort) +   ,Yes,
ITMFACILIT,ITF0,ITMREF+STOFCY,ITMREF(Product) +   STOFCY(Stock site) +   ,No,
ITMFACILIT,ITF1,STOFCY+ITMREF,STOFCY(Stock site) +   ITMREF(Product) +   ,No,
ITMMASTER,ITM0,ITMREF,ITMREF(Product) +   ,No,
ITMMASTER,ITM1,ITMDES1,ITMDES1(Description 1) +   ,Yes,
ITMMASTER,ITM2,SEAKEY+ITMREF,SEAKEY(Search key) +   ITMREF(Product) +   ,No,
ITMMASTER,ITM3,CFGLIN+ITMREF,CFGLIN(Product line) +   ITMREF(Product) +   ,No,
ITMMASTER,ITM4,CFGVCRNUM+ITMREF,CFGVCRNUM(Journal number config) +   ITMREF(Product) +   ,No,CFG
ITMMASTER,ITM5,PLMITMREF+ITMREF,PLMITMREF(PLM product) +   ITMREF(Product) +   ,No,PLM
ITMMVT,ITV0,ITMREF+STOFCY,ITMREF(Product) +   STOFCY(Storage site) +   ,No,
ITMMVT,ITV1,STOFCY+ITMREF,STOFCY(Storage site) +   ITMREF(Product) +   ,No,
ITMMVTHIS,ITH0,ITMREF+STOFCY+PERSTR,ITMREF(Product) +   STOFCY(Storage site) +   PERSTR(Period start) +   ,No,
ITMMVTHIS,ITH1,STOFCY+ITMREF+PERSTR,STOFCY(Storage site) +   ITMREF(Product) +   PERSTR(Period start) +   ,No,
ITMSALES,ITS0,ITMREF,ITMREF(Product) +   ,No,
ITMSALES,ITS1,ITMDES1,ITMDES1(Description 1) +   ,Yes,
ITMWRH,ITW0,ITMREF+WRH,ITMREF(Product) +   WRH(Warehouse) +   ,No,
ITMWRH,ITW1,WRH+ITMREF,WRH(Warehouse) +   ITMREF(Product) +   ,No,
KCOEF,KCO0,ANO,ANO +   ,No,
KPYIMPDTL,KPYD0,RECID+LINENO,RECID(Identifier) +   LINENO(Line no.) +   ,No,
KPYIMPHDR,KPYH0,RECID,RECID(Identifier) +   ,No,
KPYIMPTRAN,KPYT0,TYP+INVALUE+COA+FCY+ACC,TYP(Type) +   INVALUE(Source value) +   COA(Chart of accounts) +   FCY(Site) +   ACC(Account) +   ,No,
KPYIMPTRAN,KPUT1,TYP+COA+FCY,TYP(Type) +   COA(Chart of accounts) +   FCY(Site) +   ,Yes,
KTEMPPOR,KTP0,AASREF,AASREF +   ,No,
LABELPRN,LBP0,NUMREQ+USR+RPTCOD+NUMLIG,NUMREQ(Query no.) +   USR(Operator) +   RPTCOD(Report code) +   NUMLIG(Line no.) +   ,No,
LASTCUSMVT,LCM0,BPCNUM+IFFTYP+CPY,BPCNUM(BP of movement) +   IFFTYP(Innformation type) +   CPY(Company) +   ,No,
LASTSUPMVT,LSM0,BPSNUM+IFFTYP+CPY,BPSNUM(BP of movement) +   IFFTYP(Innformation type) +   CPY(Company) +   ,No,
LAYOUTFAS,LOF0,CODLOF+LINLOF,CODLOF +   LINLOF +   ,No,
LAYOUTFAS,LOF1,CPY+CODLOF+LINLOF+FLGLIKAAS+GACACN,CPY +   CODLOF +   LINLOF +   FLGLIKAAS +   GACACN +   ,No,
LAYOUTFAS,LOF2,CPY+FCY+CODLOF+LINLOF,CPY +   FCY +   CODLOF +   LINLOF +   ,No,
LAYOUTFAS,LOF5,FCY+CODLOF+LINLOF,FCY +   CODLOF +   LINLOF +   ,No,
LAYOUTFAS,LOF6,AASREF,AASREF +   ,Yes,
LEABILBOOK,LBB0,LEAREF+ENDPERDAT,LEAREF +   ENDPERDAT +   ,No,
LEABILBOOK,LBB1,CPY+LEAREF+ENDPERDAT,CPY +   LEAREF +   ENDPERDAT +   ,No,
LEABILBOOK,LBB2,CPY+FCY+LEAREF+ENDPERDAT,CPY +   FCY +   LEAREF +   ENDPERDAT +   ,No,
LEAD,LDS0,PSTNUM,PSTNUM +   ,No,
LEAD,LDS2,PSTTYP+PSTNUM,PSTTYP +   PSTNUM +   ,No,
LEASE,LEA0,LEAREF,LEAREF +   ,No,
LEASE,LEA1,CPY+LEAREF,CPY +   LEAREF +   ,No,
LEASE,LEA2,CPY+FCY+LEAREF,CPY +   FCY +   LEAREF +   ,No,
LEASE,LEA3,LEAREFORI,LEAREFORI +   ,Yes,
LNKCPTABD,LCA0,TYP+NUM,TYP +   NUM +   ,Yes,
LNKCPTABD,LCA1,TYP+NUM+NUMENR,TYP +   NUM +   NUMENR +   ,No,
LNKCPTABD,LCA2,REF+DPRPLN+FIYENDDAT+PERENDDAT,REF +   DPRPLN +   FIYENDDAT +   PERENDDAT +   ,Yes,
LNKCPTABX3,LCA0,CPY+FCY+TYP-ACCDAT+NUM,CPY +   FCY +   TYP-ACCDAT +   NUM +   ,No,
LNKCPTABX3,LCA1,CPTREF,CPTREF +   ,Yes,
LNKCPTABX3,LCA2,TYP+NUM,TYP +   NUM +   ,No,
LNKCPTABX3,LCA3,CPY+FCY+ACETYP+TYP+NUM,CPY +   FCY +   ACETYP +   TYP +   NUM +   ,No,
LOCALIZAT,,, +   ,,
LTAPAR,LTP0,DOSSIER,DOSSIER(Folder) +   ,No,
LTAVCR,LTV0,VCRTYP+VCRNUM+LTVSEQ,VCRTYP(Entry type) +   VCRNUM(Entry) +   LTVSEQ(Sequence number) +   ,No,
MACHINES,MAC0,MACNUM,MACNUM(Sequence no.) +   ,No,
MACHINES,MAC1,BPCNUM+CCNNUM,BPCNUM(BP code) +   CCNNUM(Contact (rel.) code) +   ,Yes,
MACHINES,MAC2,BPCNUM,BPCNUM(BP code) +   ,Yes,
MACHINES,MAC3,CCNNUM,CCNNUM(Contact (rel.) code) +   ,Yes,
MACHINES,MAC5,MACPDTCOD+MACSERNUM,MACPDTCOD(Product code) +   MACSERNUM(Serial number) +   ,Yes,
MACITN,MAI0,MACNUM,MACNUM(Machine code) +   ,Yes,
MACITN,MAI1,MACNUM+CLSNUM,MACNUM(Machine code) +   CLSNUM(Sequence no.) +   ,Yes,
MACITN,MAI2,BPCTYP+BPC,BPCTYP(EU type) +   BPC(End user) +   ,Yes,
MACWARREQ,MWR0,MACNUM,MACNUM(Base number) +   ,Yes,
MAILING,OMM0,OMMNUM,OMMNUM(Mail code) +   ,No,
